FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
COLO v N COLO 18-Dec-2022,2,21,45,9,19,8,12,7,21,10,6,1,10,15
AZ ST v COLO 15-Jan-2022,1,15,38,5,21,12,15,5,26,7,8,3,8,19
AZ ST v COLO 15-Jan-2022,2,15,33,10,25,15,22,10,36,17,3,6,11,16
COLO v WASH 19-Jan-2023,1,25,45,3,19,13,20,16,17,12,13,2,13,15
COLO v WASH 19-Jan-2023,2,18,30,9,20,12,14,8,23,13,7,1,22,17
UMASS v COLO 17-Nov-2022,2,19,48,6,25,7,13,19,24,16,7,3,13,17
UMASS v COLO 17-Nov-2022,1,22,42,3,11,13,22,8,30,9,6,8,18,16
COLO v AZ ST 24-Feb-2022,2,21,44,9,17,13,15,9,29,12,9,2,12,19
COLO v AZ ST 24-Feb-2022,1,14,27,7,27,16,19,4,22,8,6,2,14,16
COLUMB v BINGHA 17-Nov-2021,2,16,42,10,25,15,19,14,23,17,5,3,13,16
COLUMB v BINGHA 17-Nov-2021,1,21,42,9,21,16,18,11,27,15,7,8,13,19
HARV v COLUMB 18-Feb-2022,2,8,30,10,20,8,13,8,31,10,9,2,24,19
HARV v COLUMB 18-Feb-2022,1,15,35,7,25,11,17,11,28,8,17,4,18,10
YALE v COLUMB 11-Feb-2023,2,13,30,8,27,18,25,8,27,10,5,1,16,23
YALE v COLUMB 11-Feb-2023,1,34,56,4,11,19,27,8,33,22,9,6,5,16
COLUMB v PENN 04-Feb-2022,1,13,40,12,32,4,9,12,30,12,3,1,10,18
COLUMB v PENN 04-Feb-2022,2,29,47,5,24,8,12,10,37,19,8,5,9,15
COLUMB v YALE 12-Feb-2022,1,16,33,8,24,3,7,13,13,15,11,1,23,17
COLUMB v YALE 12-Feb-2022,2,26,35,8,19,8,10,7,22,20,9,5,18,13
PRINCE v COLUMB 04-Feb-2023,2,20,43,5,19,11,18,7,27,5,8,5,13,26
PRINCE v COLUMB 04-Feb-2023,1,23,44,8,25,18,24,16,32,15,6,7,11,16
COLUMB v CORN 05-Mar-2022,1,17,29,8,35,6,11,8,26,11,7,1,12,14
COLUMB v CORN 05-Mar-2022,2,14,33,14,29,8,9,9,33,19,9,0,14,16
PENN v COLUMB 08-Jan-2022,2,19,48,6,12,17,27,16,32,8,6,0,16,16
PENN v COLUMB 08-Jan-2022,1,19,37,8,26,7,11,5,26,10,8,1,12,21
COLUMB v UNH 03-Dec-2022,1,16,37,5,13,9,16,7,29,9,8,5,14,16
COLUMB v UNH 03-Dec-2022,2,10,35,7,25,11,17,17,27,11,7,6,16,16
MARIST v COLUMB 28-Nov-2022,2,8,31,5,21,8,12,8,28,5,7,2,17,8
MARIST v COLUMB 28-Nov-2022,1,12,29,9,31,1,2,11,32,13,10,7,16,15
COLUMB v SACHRT 13-Dec-2021,1,18,30,8,21,9,13,5,22,18,5,1,16,14
COLUMB v SACHRT 13-Dec-2021,2,26,39,8,22,3,8,7,22,19,6,1,12,18
COLUMB v HARV 15-Jan-2022,1,19,31,13,27,5,12,7,27,19,4,1,16,18
COLUMB v HARV 15-Jan-2022,2,23,43,15,32,9,12,8,27,18,6,3,7,12
HARV v COLUMB 14-Jan-2023,2,11,34,5,24,14,16,7,17,3,6,1,7,14
HARV v COLUMB 14-Jan-2023,1,22,40,8,21,5,9,14,36,18,4,9,12,11
COLUMB v LAFAYE 29-Nov-2021,1,13,39,4,21,12,17,15,28,5,3,3,14,19
COLUMB v LAFAYE 29-Nov-2021,2,12,26,10,31,19,22,9,31,16,6,4,8,13
MAINE v COLUMB 18-Nov-2022,2,18,42,8,19,10,13,14,17,8,1,1,14,12
MAINE v COLUMB 18-Nov-2022,1,24,38,11,18,12,15,6,23,19,10,7,8,16
PROV v COLUMB 26-Nov-2022,2,18,44,6,18,10,13,11,25,8,8,1,14,14
PROV v COLUMB 26-Nov-2022,1,20,40,10,28,8,11,14,30,21,8,5,12,14
COLUMB v MAINE 04-Dec-2021,1,24,38,5,18,14,23,10,27,12,9,2,12,14
COLUMB v MAINE 04-Dec-2021,2,16,28,7,26,13,17,6,23,14,8,1,14,23
COLUMB v HARV 17-Feb-2023,1,17,34,8,32,7,8,6,20,17,9,6,10,17
COLUMB v HARV 17-Feb-2023,2,28,53,5,13,12,20,18,34,17,4,7,14,11
RUTGER v COLUMB 07-Nov-2022,2,10,26,1,21,12,22,9,29,3,5,3,25,14
RUTGER v COLUMB 07-Nov-2022,1,23,52,8,20,5,14,16,30,20,14,4,11,15
MORGAN v COPPIN 15-Jan-2022,2,23,37,4,19,21,37,9,31,10,11,3,21,28
MORGAN v COPPIN 15-Jan-2022,1,18,39,7,25,19,31,17,29,13,8,0,21,28
CORN v COPPIN 03-Dec-2021,2,17,35,10,35,13,20,11,24,14,7,2,8,18
CORN v COPPIN 03-Dec-2021,1,15,27,17,36,11,17,10,36,26,3,2,13,16
GMU v COPPIN 23-Dec-2022,2,14,37,3,20,16,26,6,21,5,8,5,11,19
GMU v COPPIN 23-Dec-2022,1,17,31,14,32,15,18,12,40,23,5,3,16,19
COPPIN v NC CEN 09-Jan-2023,1,16,32,5,23,12,14,6,23,7,11,4,14,19
COPPIN v NC CEN 09-Jan-2023,2,18,33,5,24,13,19,16,30,9,6,3,20,19
COPPIN v UMES 29-Jan-2022,1,11,29,9,28,12,16,10,32,12,13,5,27,19
COPPIN v UMES 29-Jan-2022,2,11,38,12,28,6,17,18,31,14,15,2,24,17
NC CEN v COPPIN 05-Feb-2022,2,13,22,8,27,18,22,11,24,10,5,4,18,18
NC CEN v COPPIN 05-Feb-2022,1,25,40,3,20,10,12,9,19,8,4,2,12,19
E CAR v COPPIN 27-Nov-2021,2,17,36,7,25,13,16,14,23,13,9,5,12,13
E CAR v COPPIN 27-Nov-2021,1,18,40,9,23,7,11,15,24,19,8,4,13,12
DEL ST v COPPIN 02-Feb-2022,2,9,21,11,41,8,15,10,28,9,10,5,10,13
DEL ST v COPPIN 02-Feb-2022,1,13,42,6,16,13,14,12,36,11,4,7,18,14
HOWARD v COPPIN 21-Feb-2022,2,11,24,15,28,19,25,6,32,15,4,1,17,19
HOWARD v COPPIN 21-Feb-2022,1,14,28,11,35,21,28,9,22,12,11,1,11,20
SC ST v COPPIN 11-Feb-2023,2,19,32,7,17,25,35,9,20,13,7,2,18,16
SC ST v COPPIN 11-Feb-2023,1,26,38,11,25,9,13,9,18,29,9,1,14,21
SC ST v COPPIN 08-Jan-2022,2,16,26,8,30,18,29,9,38,8,5,5,19,12
SC ST v COPPIN 08-Jan-2022,1,19,55,7,25,6,9,18,27,10,5,2,13,21
DREXEL v COPPIN 14-Dec-2021,2,16,32,9,28,10,19,6,29,12,8,5,10,18
DREXEL v COPPIN 14-Dec-2021,1,16,32,10,33,14,19,11,32,15,5,4,11,16
COPPIN v JMU 21-Dec-2022,1,16,24,15,36,30,39,4,32,13,13,6,24,26
COPPIN v JMU 21-Dec-2022,2,31,52,6,29,20,29,19,30,13,14,4,20,29
COPPIN v HOWARD 18-Feb-2023,1,23,45,5,18,9,16,10,26,8,6,3,15,14
COPPIN v HOWARD 18-Feb-2023,2,11,28,16,35,10,14,14,29,16,3,5,17,17
RUTGER v COPPIN 30-Dec-2022,2,13,25,6,31,13,17,1,26,9,4,3,15,14
RUTGER v COPPIN 30-Dec-2022,1,25,49,9,26,13,18,17,36,30,10,3,11,15
COPPIN v MTSTMY 11-Nov-2022,1,23,43,8,18,13,21,10,27,14,10,5,16,18
COPPIN v MTSTMY 11-Nov-2022,2,21,44,8,28,12,19,21,24,16,5,5,18,17
COPPIN v SC ST 07-Jan-2023,1,16,31,11,23,20,27,5,29,17,15,5,21,21
COPPIN v SC ST 07-Jan-2023,2,23,51,3,21,18,27,21,27,15,4,4,19,23
COPPIN v MORGAN 03-Mar-2022,1,14,34,6,25,13,22,11,33,10,13,8,20,20
COPPIN v MORGAN 03-Mar-2022,2,20,53,4,13,11,21,15,33,9,9,5,20,19
UMES v COPPIN 28-Jan-2023,2,10,25,14,29,13,16,4,23,12,4,2,16,18
UMES v COPPIN 28-Jan-2023,1,18,31,13,28,19,23,7,26,23,10,0,9,12
NC CEN v COPPIN 11-Mar-2022,2,11,24,12,29,21,28,9,23,12,6,4,12,14
NC CEN v COPPIN 11-Mar-2022,1,18,40,8,23,13,18,15,25,10,4,2,14,20
COPPIN v TOWSON 11-Dec-2021,1,13,26,13,35,10,16,4,19,12,6,0,10,18
COPPIN v TOWSON 11-Dec-2021,2,13,28,16,36,15,24,15,30,17,4,2,12,17
LOY MD v COPPIN 03-Dec-2022,2,22,35,8,22,6,9,4,23,11,9,1,17,21
LOY MD v COPPIN 03-Dec-2022,1,20,36,6,18,13,22,9,25,12,8,3,15,13
DEPAUL v COPPIN 10-Nov-2021,2,13,36,11,22,13,15,5,15,11,9,3,16,18
DEPAUL v COPPIN 10-Nov-2021,1,27,46,9,30,16,20,20,30,17,9,5,17,14
NORFLK v COPPIN 12-Mar-2022,2,16,25,5,35,10,17,9,17,11,13,1,9,16
NORFLK v COPPIN 12-Mar-2022,1,13,27,11,23,13,15,8,33,13,4,4,20,11
DART v CORN 18-Feb-2022,2,11,25,6,18,19,26,4,20,4,10,2,18,27
DART v CORN 18-Feb-2022,1,19,32,4,17,21,30,10,27,7,7,3,15,22
CORN v YALE 26-Feb-2022,1,18,30,8,33,11,15,9,24,16,15,4,10,18
CORN v YALE 26-Feb-2022,2,19,38,5,20,12,19,13,31,8,4,3,20,17
PRINCE v CORN 03-Feb-2023,2,24,40,7,25,13,20,10,18,11,9,2,11,21
PRINCE v CORN 03-Feb-2023,1,21,32,8,18,23,30,6,28,18,7,6,17,18
COLUMB v CORN 16-Jan-2023,1,16,32,12,33,17,24,21,20,21,5,0,22,25
COLUMB v CORN 16-Jan-2023,2,19,35,12,26,28,33,12,19,22,10,1,12,18
MIAMI v CORN 07-Dec-2022,2,29,43,12,36,11,15,15,18,27,12,1,7,18
MIAMI v CORN 07-Dec-2022,1,23,39,13,26,22,26,13,26,21,6,3,16,17
BINGHA v CORN 09-Nov-2021,1,22,36,6,35,7,15,17,28,9,8,1,18,24
BINGHA v CORN 09-Nov-2021,2,23,37,4,20,18,32,8,32,10,12,1,15,17
PENN v CORN 07-Jan-2022,2,12,37,12,34,5,6,13,23,15,8,4,11,24
PENN v CORN 07-Jan-2022,1,23,39,6,18,15,23,9,35,13,5,1,15,17
PENN v CORN 04-Feb-2023,2,20,32,13,42,7,13,13,24,18,10,3,6,20
PENN v CORN 04-Feb-2023,1,20,37,11,23,19,32,15,33,21,2,1,14,18
CANISI v CORN 29-Nov-2021,1,20,41,6,29,17,23,14,17,12,5,3,5,15
CANISI v CORN 29-Nov-2021,2,23,33,11,22,10,17,6,31,23,3,5,13,19
PRINCE v CORN 08-Jan-2022,2,18,36,9,26,7,9,14,21,8,7,0,15,17
PRINCE v CORN 08-Jan-2022,1,18,32,10,24,6,12,12,23,16,7,2,17,12
LAFAYE v CORN 12-Nov-2021,2,17,33,12,31,20,28,10,29,15,3,3,12,17
LAFAYE v CORN 12-Nov-2021,1,15,37,14,32,13,14,11,32,22,1,6,10,22
CORN v PENN 05-Feb-2022,1,14,27,6,29,22,29,6,34,7,10,8,17,24
CORN v PENN 05-Feb-2022,2,17,40,6,24,21,28,11,34,9,4,2,14,25
DEL v CORN 01-Dec-2022,2,19,34,10,28,6,10,11,19,20,10,1,10,13
DEL v CORN 01-Dec-2022,1,20,30,8,27,3,3,10,23,16,4,4,18,14
YALE v CORN 15-Jan-2022,2,14,21,6,26,23,38,6,19,13,13,2,20,27
YALE v CORN 15-Jan-2022,1,27,45,5,14,27,33,11,30,20,5,1,17,29
STFRPA v CORN 14-Nov-2022,2,26,38,5,20,13,23,10,24,18,7,2,11,19
STFRPA v CORN 14-Nov-2022,1,22,40,7,24,12,18,14,22,17,4,2,10,21
CORN v DART 02-Jan-2022,1,23,39,6,17,15,19,6,23,13,5,2,11,19
CORN v DART 02-Jan-2022,2,15,29,10,23,11,14,3,24,14,5,2,15,23
DEPAUL v CREIGH 17-Feb-2022,2,19,39,6,22,15,20,13,30,11,4,2,11,18
DEPAUL v CREIGH 17-Feb-2022,1,15,42,5,17,14,22,14,26,9,6,4,11,16
CREIGH v NEB 04-Dec-2022,1,10,25,10,40,3,5,10,27,15,9,2,15,10
CREIGH v NEB 04-Dec-2022,2,25,47,3,12,4,7,5,37,12,8,1,13,9
SETON v CREIGH 04-Feb-2022,2,16,36,5,22,8,10,11,23,8,5,1,13,11
SETON v CREIGH 04-Feb-2022,1,18,36,10,21,8,10,7,28,14,7,7,13,14
NEB v CREIGH 16-Nov-2021,2,18,37,10,23,11,20,13,37,16,5,7,16,14
NEB v CREIGH 16-Nov-2021,1,16,44,10,26,7,9,9,27,15,9,5,7,18
STJOHN v CREIGH 18-Feb-2023,2,11,29,13,33,16,16,11,26,20,9,4,15,12
STJOHN v CREIGH 18-Feb-2023,1,21,46,4,10,13,16,6,27,13,9,5,15,16
NOVA v CREIGH 12-Mar-2022,2,16,29,3,29,7,10,12,28,9,3,3,11,13
NOVA v CREIGH 12-Mar-2022,1,11,25,8,32,8,12,10,29,9,6,0,9,10
CREIGH v BROWN 19-Nov-2021,2,18,39,4,22,9,14,12,22,5,6,6,17,17
CREIGH v BROWN 19-Nov-2021,1,28,45,5,14,7,11,8,31,13,8,5,17,15
CREIGH v GTOWN 14-Feb-2022,1,16,23,12,29,20,27,7,30,20,3,2,19,18
CREIGH v GTOWN 14-Feb-2022,2,23,50,3,19,22,24,13,22,6,6,2,8,20
UCONN v CREIGH 01-Feb-2022,2,15,39,7,17,8,9,10,32,7,3,2,14,11
UCONN v CREIGH 01-Feb-2022,1,15,46,5,21,10,14,18,25,8,8,6,9,12
CREIGH v UCONN 02-Mar-2022,1,23,43,4,12,6,10,7,30,14,4,3,10,10
CREIGH v UCONN 02-Mar-2022,2,21,44,6,22,2,5,12,21,7,3,8,6,17
MARQ v CREIGH 16-Dec-2022,2,21,34,4,20,4,5,3,31,15,6,6,18,14
MARQ v CREIGH 16-Dec-2022,1,21,39,6,21,9,14,5,27,13,10,3,10,9
KANSAS v CREIGH 19-Mar-2022,2,9,31,12,28,18,21,6,25,18,6,3,8,16
KANSAS v CREIGH 19-Mar-2022,1,21,50,6,16,19,20,13,34,14,5,7,7,21
CREIGH v HOLYCR 14-Nov-2022,1,25,32,12,32,8,17,9,33,28,6,3,9,14
CREIGH v HOLYCR 14-Nov-2022,2,17,45,8,17,7,10,5,22,8,4,0,12,18
CREIGH v BYU 11-Dec-2021,2,15,46,12,23,5,8,17,25,13,3,5,15,19
CREIGH v BYU 11-Dec-2021,1,19,36,8,24,21,25,11,25,13,3,7,9,14
CREIGH v IOWAST 04-Dec-2021,1,13,26,6,19,14,18,9,25,5,8,3,21,15
CREIGH v IOWAST 04-Dec-2021,2,14,37,7,14,15,20,8,20,11,11,2,14,19
XAVIER v CREIGH 15-Jan-2022,2,19,35,9,21,8,10,6,30,14,5,8,21,20
XAVIER v CREIGH 15-Jan-2022,1,23,49,5,16,19,29,13,22,13,11,3,9,12
CREIGH v AZ ST 14-Dec-2021,2,21,45,4,15,4,5,4,29,11,5,1,9,19
CREIGH v AZ ST 14-Dec-2021,1,16,29,5,25,10,16,8,31,15,4,5,14,13
PROV v CREIGH 11-Mar-2022,2,21,34,9,23,16,20,8,34,13,6,7,10,18
PROV v CREIGH 11-Mar-2022,1,17,41,3,24,15,22,17,23,6,6,0,9,17
CREIGH v STTHOM 07-Nov-2022,1,18,32,8,34,12,14,12,27,11,5,6,5,10
CREIGH v STTHOM 07-Nov-2022,2,15,36,9,22,3,4,6,29,10,4,2,14,15
XAVIER v CREIGH 11-Jan-2023,2,22,41,10,23,13,16,6,24,20,7,5,11,18
XAVIER v CREIGH 11-Jan-2023,1,26,49,8,19,14,21,15,26,22,5,4,13,15
CREIGH v SETON 05-Mar-2022,1,13,30,8,24,10,12,8,28,9,4,4,14,10
CREIGH v SETON 05-Mar-2022,2,20,48,7,17,4,7,11,26,7,11,4,8,16
CREIGH v BUTLER 22-Dec-2022,2,22,45,2,12,6,7,4,15,8,6,2,10,17
CREIGH v BUTLER 22-Dec-2022,1,20,34,8,16,14,20,8,29,19,6,8,15,10
CREIGH v NOVA 04-Feb-2023,1,13,29,7,24,19,23,11,24,14,7,4,10,15
CREIGH v NOVA 04-Feb-2023,2,12,24,7,25,16,20,7,25,8,4,4,12,21
CREIGH v BUTLER 08-Feb-2022,2,15,38,4,17,10,16,9,28,7,5,2,11,16
CREIGH v BUTLER 08-Feb-2022,1,15,32,4,17,12,16,4,30,9,3,6,12,16
SIU v CREIGH 22-Nov-2021,2,19,37,6,14,10,11,7,19,14,8,5,12,12
SIU v CREIGH 22-Nov-2021,1,20,37,5,14,9,10,8,18,10,6,2,13,13
CSFULL v CSUN 31-Dec-2022,1,10,29,12,31,8,9,13,28,12,5,1,11,11
CSFULL v CSUN 31-Dec-2022,2,15,38,6,19,4,5,9,26,7,6,3,12,16
CSFULL v HAWAII 11-Mar-2022,1,15,37,4,12,16,23,6,25,11,8,4,11,15
CSFULL v HAWAII 11-Mar-2022,2,8,30,7,24,9,10,10,24,6,3,3,16,21
USD v CSFULL 19-Nov-2021,2,15,42,5,17,12,15,13,25,8,8,3,11,10
USD v CSFULL 19-Nov-2021,1,11,27,9,19,6,10,3,27,10,6,5,17,19
DUKE v CSFULL 18-Mar-2022,2,19,47,5,17,8,8,12,18,10,8,1,8,10
DUKE v CSFULL 18-Mar-2022,1,21,36,9,22,9,9,10,28,21,6,10,13,11
CSFULL v UCSB 15-Jan-2022,1,21,41,6,11,19,29,11,26,11,5,2,18,20
CSFULL v UCSB 15-Jan-2022,2,13,32,10,23,17,21,8,17,16,8,3,13,25
CSFULL v S UTAH 10-Dec-2022,1,14,36,7,20,11,17,10,21,12,3,4,12,27
CSFULL v S UTAH 10-Dec-2022,2,17,32,3,17,24,35,10,25,11,4,4,14,20
CSFULL v CSUN 13-Jan-2022,1,26,46,2,15,21,29,14,23,12,5,3,10,20
CSFULL v CSUN 13-Jan-2022,2,23,49,1,12,15,21,16,23,7,10,2,14,23
UCSD v CSFULL 15-Feb-2023,2,17,33,9,20,15,24,6,22,13,5,1,7,13
UCSD v CSFULL 15-Feb-2023,1,17,28,10,24,9,12,4,25,18,4,1,11,18
CSFULL v PEPPER 11-Nov-2022,1,18,46,8,22,14,17,16,17,15,8,2,8,16
CSFULL v PEPPER 11-Nov-2022,2,19,34,7,21,12,15,11,27,8,4,8,17,18
CSFULL v PACIF 04-Dec-2021,1,15,30,8,21,12,12,5,30,10,9,3,15,12
CSFULL v PACIF 04-Dec-2021,2,17,36,5,16,8,11,2,23,16,7,4,14,13
CSFULL v DIXST 26-Nov-2022,1,18,33,7,20,3,4,3,17,9,6,0,11,17
CSFULL v DIXST 26-Nov-2022,2,15,25,8,19,12,21,9,21,8,6,3,14,12
NO DAK v CSFULL 27-Nov-2022,2,16,36,6,12,7,13,7,18,5,6,2,13,22
NO DAK v CSFULL 27-Nov-2022,1,14,24,10,24,15,21,10,21,12,3,6,13,14
CSFULL v G WASH 16-Nov-2021,1,22,49,4,11,18,20,15,25,6,5,2,11,12
CSFULL v G WASH 16-Nov-2021,2,15,34,7,25,8,12,11,17,11,6,4,14,21
HAWAII v CSFULL 12-Feb-2022,2,14,42,5,17,12,20,8,23,10,9,0,7,16
HAWAII v CSFULL 12-Feb-2022,1,19,36,8,22,10,17,11,34,13,5,4,14,21
SEATTL v CSFULL 30-Nov-2022,2,16,33,6,20,12,21,11,21,13,3,1,12,19
SEATTL v CSFULL 30-Nov-2022,1,18,36,6,21,15,23,12,25,9,6,5,9,17
CSFULL v UC RIV 03-Mar-2022,1,25,46,4,17,10,13,11,17,14,9,1,7,16
CSFULL v UC RIV 03-Mar-2022,2,14,26,12,21,11,19,9,23,20,4,2,15,16
UC RIV v CSFULL 29-Jan-2022,2,11,39,5,17,17,18,11,28,6,4,2,17,17
UC RIV v CSFULL 29-Jan-2022,1,16,30,5,21,20,21,2,30,9,9,2,10,17
SJSU v CSFULL 11-Nov-2021,2,23,39,4,12,18,21,7,21,14,6,1,12,16
SJSU v CSFULL 11-Nov-2021,1,14,33,14,28,8,12,13,18,18,4,5,13,23
CSFULL v UC DAV 10-Mar-2022,1,14,38,11,19,12,18,13,35,11,4,1,13,16
CSFULL v UC DAV 10-Mar-2022,2,15,41,6,25,7,10,12,23,13,5,7,6,19
SDSU v CSFULL 08-Dec-2021,2,14,32,7,22,7,10,10,19,10,8,0,16,19
SDSU v CSFULL 08-Dec-2021,1,16,35,8,18,10,14,9,24,15,11,5,16,12
LBSU v CSFULL 19-Jan-2023,2,18,50,8,22,7,12,10,19,12,11,5,7,19
LBSU v CSFULL 19-Jan-2023,1,24,45,4,17,12,14,15,34,15,4,8,19,14
UC IRV v CSFULL 11-Jan-2023,2,15,34,9,21,8,13,11,21,12,7,1,18,20
UC IRV v CSFULL 11-Jan-2023,1,19,38,6,18,14,21,14,22,10,9,1,13,16
UC RIV v CSFULL 05-Jan-2023,2,18,29,8,13,17,22,2,21,8,10,5,17,19
UC RIV v CSFULL 05-Jan-2023,1,16,32,7,28,9,12,18,19,19,4,3,19,21
LBSU v CSUBAK 03-Feb-2022,2,19,42,7,21,6,9,11,23,11,4,1,12,26
LBSU v CSUBAK 03-Feb-2022,1,18,38,5,15,23,31,9,26,14,8,4,10,15
CSUBAK v UCSB 11-Jan-2023,1,15,41,3,11,9,13,8,17,7,9,2,8,17
CSUBAK v UCSB 11-Jan-2023,2,15,29,6,13,12,16,6,26,10,4,2,14,13
CSUBAK v IDAHO 11-Dec-2021,1,22,49,2,9,9,10,13,21,10,6,4,10,20
CSUBAK v IDAHO 11-Dec-2021,2,10,26,9,25,11,16,14,22,15,2,4,14,17
CSFULL v CSUBAK 16-Jan-2023,1,16,28,13,31,5,9,5,23,15,13,3,9,12
CSFULL v CSUBAK 16-Jan-2023,2,15,35,3,14,7,10,8,27,9,4,2,24,13
CSUBAK v FRESNO 20-Dec-2022,1,11,37,2,7,20,22,14,23,6,3,1,15,16
CSUBAK v FRESNO 20-Dec-2022,2,8,17,11,31,7,8,7,18,15,7,4,10,15
CSUBAK v UC RIV 15-Jan-2022,1,18,46,5,11,13,15,13,27,13,4,0,11,20
CSUBAK v UC RIV 15-Jan-2022,2,16,25,6,27,15,20,7,22,12,6,0,9,16
CSUBAK v CALPLY 05-Jan-2023,2,10,22,6,30,13,16,10,27,6,1,1,12,17
CSUBAK v CALPLY 05-Jan-2023,1,15,39,6,12,13,19,7,26,8,8,4,7,14
CSUBAK v DART 21-Dec-2021,1,21,41,3,12,10,15,7,25,8,6,3,8,15
CSUBAK v DART 21-Dec-2021,2,8,18,11,32,8,12,8,24,12,4,2,16,14
IDAHO v CSUBAK 16-Nov-2022,2,15,40,4,11,10,10,8,24,4,7,4,10,16
IDAHO v CSUBAK 16-Nov-2022,1,8,18,7,28,6,9,9,24,11,2,2,18,14
CSUBAK v CALPLY 18-Jan-2022,2,11,19,7,13,17,24,0,20,5,2,0,21,23
CSUBAK v CALPLY 18-Jan-2022,1,18,37,5,16,22,29,14,17,4,10,0,11,24
CSUBAK v UCSB 10-Feb-2022,1,16,39,1,8,27,33,10,17,10,4,1,12,24
CSUBAK v UCSB 10-Feb-2022,2,21,28,5,15,17,26,5,23,7,7,2,15,28
BOISE v CSUBAK 26-Nov-2021,1,7,26,6,32,7,13,16,23,5,6,2,14,12
BOISE v CSUBAK 26-Nov-2021,2,15,36,3,10,7,14,7,31,5,4,2,15,18
CSUBAK v UC IRV 05-Mar-2022,1,20,49,3,8,12,17,12,19,7,4,2,9,17
CSUBAK v UC IRV 05-Mar-2022,2,17,30,6,20,14,17,8,25,9,3,3,12,19
UCLA v CSUBAK 09-Nov-2021,2,17,47,7,17,3,8,7,28,11,8,2,15,21
UCLA v CSUBAK 09-Nov-2021,1,18,35,13,27,20,26,8,36,13,7,8,11,12
UCSD v CSUBAK 29-Jan-2022,2,24,42,7,24,6,8,17,21,17,3,1,10,21
UCSD v CSUBAK 29-Jan-2022,1,13,23,10,23,27,32,5,17,15,6,2,7,12
LBSU v CSUBAK 10-Mar-2022,2,21,45,4,12,7,11,12,24,11,10,2,21,23
LBSU v CSUBAK 10-Mar-2022,1,14,33,8,18,20,26,8,22,12,9,3,16,18
UCSD v CSUBAK 04-Feb-2023,2,14,27,9,19,20,28,5,28,12,3,2,14,17
UCSD v CSUBAK 04-Feb-2023,1,12,24,10,32,15,17,5,23,11,7,1,12,20
CSUBAK v HAWAII 20-Feb-2023,1,15,46,3,5,11,13,14,20,4,7,7,15,19
CSUBAK v HAWAII 20-Feb-2023,2,12,29,8,20,13,18,11,19,9,5,4,12,10
UC DAV v CSUN 15-Feb-2023,2,15,38,7,20,11,18,11,23,5,7,5,13,21
UC DAV v CSUN 15-Feb-2023,1,17,41,8,16,15,22,12,30,11,7,0,14,21
CSUN v CSUBAK 23-Feb-2023,2,18,48,2,9,26,33,10,14,4,9,3,6,24
CSUN v CSUBAK 23-Feb-2023,1,10,23,9,15,28,31,7,31,12,2,3,20,23
CSUN v UC DAV 20-Jan-2022,1,12,29,4,13,11,16,4,25,4,5,3,15,18
CSUN v UC DAV 20-Jan-2022,2,26,49,4,14,0,6,12,26,15,6,3,8,13
CSUN v UC IRV 05-Feb-2022,1,23,44,4,13,12,19,6,21,8,10,3,8,22
CSUN v UC IRV 05-Feb-2022,2,21,38,4,11,21,24,6,29,10,6,1,15,24
CSUN v UCSB 25-Jan-2022,1,12,40,3,10,12,20,13,13,5,8,1,13,18
CSUN v UCSB 25-Jan-2022,2,15,28,12,21,6,11,10,25,22,3,1,19,18
CSUN v N COLO 10-Dec-2022,1,21,48,4,17,9,18,12,25,6,6,3,4,19
CSUN v N COLO 10-Dec-2022,2,8,26,11,28,21,27,10,33,11,0,2,9,15
USD v CSUN 28-Nov-2021,2,24,52,0,9,8,8,11,22,6,8,5,6,14
USD v CSUN 28-Nov-2021,1,16,38,4,22,8,9,18,26,8,0,5,15,10
UCSD v CSUN 18-Feb-2023,2,14,39,5,15,19,28,10,25,10,4,3,11,19
UCSD v CSUN 18-Feb-2023,1,19,33,6,21,19,22,6,29,9,7,2,9,19
N DAME v CSUN 13-Nov-2021,2,15,36,6,12,4,6,5,21,6,5,1,16,17
N DAME v CSUN 13-Nov-2021,1,13,22,11,27,9,14,7,23,14,5,2,12,15
LBSU v CSUN 15-Jan-2022,2,17,45,4,14,9,15,8,30,9,4,2,17,22
LBSU v CSUN 15-Jan-2022,1,20,41,4,17,19,29,10,34,16,8,3,12,18
CSUBAK v CSUN 09-Feb-2023,1,19,39,9,18,8,8,6,26,17,5,2,8,18
CSUBAK v CSUN 09-Feb-2023,2,17,27,2,15,18,23,2,22,8,3,3,11,12
HAWAII v CSUN 16-Jan-2023,2,12,42,6,16,9,10,10,22,6,8,3,8,20
HAWAII v CSUN 16-Jan-2023,1,14,32,5,19,15,20,12,28,7,3,7,11,13
UC DAV v CSUN 26-Feb-2022,2,15,39,4,20,7,14,18,19,8,8,3,14,22
UC DAV v CSUN 26-Feb-2022,1,16,35,5,16,21,25,13,26,11,5,4,15,16
UC RIV v CSUN 07-Jan-2023,2,10,35,1,12,22,29,6,19,5,8,5,13,21
UC RIV v CSUN 07-Jan-2023,1,18,36,7,14,11,18,11,33,13,3,2,17,23
CSUN v UCSD 03-Feb-2022,1,23,46,8,23,7,14,14,27,13,7,2,13,22
CSUN v UCSD 03-Feb-2022,2,12,32,12,25,23,26,8,29,15,7,1,13,15
BOISE v CSUN 29-Nov-2022,1,12,30,7,22,10,15,11,29,8,8,4,12,16
