FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
LOUIS v FSU 04-Feb-2023,14:00,RegularSeason,0,12966,2023,ACC,ACC
FURMAN v ETSU 19-Feb-2023,18:00,RegularSeason,0,2129,2023,Southern,Southern
ODU v FURMAN 18-Nov-2022,14:30,RegularSeason,1,2030,2023,Sun Belt,Southern
CHAT v FURMAN 07-Mar-2022,19:00,ConferenceChampionship,1,5023,2022,Southern,Southern
FURMAN v UNC G 14-Jan-2023,16:00,RegularSeason,0,2507,2023,Southern,Southern
FURMAN v SFA 17-Dec-2022,16:30,RegularSeason,1,4117,2023,Southern,WAC
UNC v FURMAN 14-Dec-2021,19:00,RegularSeason,0,14342,2022,ACC,Southern
MERCER v FURMAN 29-Jan-2022,18:00,RegularSeason,0,3572,2022,Southern,Southern
FURMAN v SAMFRD 29-Dec-2021,19:00,RegularSeason,0,0,2022,Southern,Southern
PENNST v FURMAN 17-Nov-2022,11:30,RegularSeason,1,0,2023,Big Ten,Southern
W CAR v FURMAN 16-Feb-2022,19:00,RegularSeason,0,1209,2022,Southern,Southern
SAMFRD v FURMAN 23-Feb-2022,20:00,RegularSeason,0,2512,2022,Southern,Southern
CITDEL v FURMAN 26-Feb-2022,13:00,RegularSeason,0,2573,2022,Southern,Southern
FURMAN v HIGHPT 06-Dec-2022,19:00,RegularSeason,0,1427,2023,Southern,Big South
FURMAN v MERCER 05-Mar-2022,18:00,ConferenceChampionship,1,0,2022,Southern,Southern
VMI v FURMAN 01-Jan-2022,13:00,RegularSeason,0,650,2022,Southern,Southern
FURMAN v SC ST 03-Dec-2022,12:00,RegularSeason,0,1847,2023,Southern,MEAC
FURMAN v WOFFRD 19-Feb-2022,12:00,RegularSeason,0,5332,2022,Southern,Southern
FURMAN v SAMFRD 06-Mar-2022,18:30,ConferenceChampionship,1,3027,2022,Southern,Southern
FURMAN v C OF C 03-Dec-2021,19:00,RegularSeason,0,2015,2022,Southern,CAA
FURMAN v W CAR 19-Jan-2022,19:00,RegularSeason,0,1464,2022,Southern,Southern
MERCER v FURMAN 11-Jan-2023,19:00,RegularSeason,0,1727,2023,Southern,Southern
WOFFRD v FURMAN 22-Jan-2023,16:00,RegularSeason,0,2958,2023,Southern,Southern
G WASH v DUQSNE 02-Mar-2022,19:00,RegularSeason,0,1164,2022,A-10,A-10
G WASH v COPPIN 08-Dec-2021,18:30,RegularSeason,0,913,2022,A-10,MEAC
G WASH v DAVID 05-Feb-2022,14:00,RegularSeason,0,1821,2022,A-10,A-10
G WASH v DAYTON 21-Jan-2023,12:30,RegularSeason,0,2380,2023,A-10,A-10
RICH v G WASH 04-Jan-2023,19:00,RegularSeason,0,5394,2023,A-10,A-10
G WASH v DAYTON 08-Jan-2022,12:00,RegularSeason,0,0,2022,A-10,A-10
KENT v G WASH 23-Nov-2021,17:30,RegularSeason,1,307,2022,MAC,A-10
G WASH v UMES 18-Nov-2022,19:00,RegularSeason,0,1147,2023,A-10,MEAC
STBONA v G WASH 19-Feb-2023,14:00,RegularSeason,0,4760,2023,A-10,A-10
G WASH v STJOES 25-Jan-2023,19:00,RegularSeason,0,1254,2023,A-10,A-10
G WASH v COPPIN 13-Dec-2022,18:00,RegularSeason,0,808,2023,A-10,MEAC
G WASH v URI 19-Feb-2022,18:00,RegularSeason,0,1604,2022,A-10,A-10
WASHST v G WASH 22-Dec-2022,21:00,RegularSeason,1,0,2023,Pac-12,A-10
DUQSNE v G WASH 16-Feb-2022,19:30,RegularSeason,0,1985,2022,A-10,A-10
URI v G WASH 22-Jan-2022,12:30,RegularSeason,0,4667,2022,A-10,A-10
HOFSTR v G WASH 14-Nov-2022,19:00,RegularSeason,0,1898,2023,CAA,A-10
RADFRD v G WASH 04-Dec-2022,14:00,RegularSeason,0,1246,2023,Big South,A-10
GMU v G WASH 16-Jan-2023,16:00,RegularSeason,0,3906,2023,A-10,A-10
G WASH v GMU 17-Jan-2022,14:00,RegularSeason,0,0,2022,A-10,A-10
G WASH v MO ST 24-Nov-2021,17:30,RegularSeason,1,137,2022,A-10,MVC
STJOES v G WASH 19-Jan-2022,19:00,RegularSeason,0,777,2022,A-10,A-10
ST LOU v G WASH 26-Jan-2022,20:00,RegularSeason,0,4238,2022,A-10,A-10
G WEBB v UNC A 23-Feb-2022,19:00,RegularSeason,0,687,2022,Big South,Big South
RADFRD v G WEBB 09-Feb-2023,19:00,RegularSeason,0,2087,2023,Big South,Big South
ODU v G WEBB 10-Dec-2022,20:00,RegularSeason,0,4741,2023,Sun Belt,Big South
SC UPS v G WEBB 26-Feb-2022,16:00,RegularSeason,0,722,2022,Big South,Big South
G WEBB v WOFFRD 08-Dec-2021,19:00,RegularSeason,0,552,2022,Big South,Southern
G WEBB v LONGWD 23-Feb-2023,19:00,RegularSeason,0,1084,2023,Big South,Big South
W CAR v G WEBB 30-Nov-2022,19:00,RegularSeason,0,2125,2023,Southern,Big South
G WEBB v NC A&T 05-Feb-2022,14:00,RegularSeason,0,943,2022,Big South,Big South
HIGHPT v G WEBB 02-Feb-2022,19:00,RegularSeason,0,1922,2022,Big South,Big South
ARK v G WEBB 13-Nov-2021,15:00,RegularSeason,0,19200,2022,SEC,Big South
G WEBB v W CAR 27-Nov-2021,14:00,RegularSeason,0,175,2022,Big South,Southern
WINTHR v G WEBB 22-Jan-2022,14:00,RegularSeason,0,1803,2022,Big South,Big South
G WEBB v CAMPBL 11-Feb-2023,14:00,RegularSeason,0,1174,2023,Big South,Big South
PRESBY v G WEBB 19-Feb-2022,16:00,RegularSeason,0,586,2022,Big South,Big South
CAMPBL v G WEBB 09-Feb-2022,19:00,RegularSeason,0,1250,2022,Big South,Big South
UGA v G WEBB 29-Dec-2021,19:00,RegularSeason,0,6476,2022,SEC,Big South
G WEBB v SC UPS 25-Jan-2023,19:00,RegularSeason,0,702,2023,Big South,Big South
LONGWD v G WEBB 15-Jan-2022,15:00,RegularSeason,0,1225,2022,Big South,Big South
VMI v G WEBB 11-Dec-2021,13:00,RegularSeason,0,2306,2022,Southern,Big South
G WEBB v PRESBY 04-Feb-2023,14:00,RegularSeason,0,836,2023,Big South,Big South
WOFFRD v G WEBB 18-Nov-2022,19:00,RegularSeason,0,1107,2023,Southern,Big South
GA SOU v WOFFRD 10-Dec-2022,15:00,RegularSeason,0,545,2023,Sun Belt,Southern
GA SOU v S ALA 03-Feb-2022,19:00,RegularSeason,0,1886,2022,Sun Belt,Sun Belt
TX ST v GA SOU 26-Jan-2023,20:00,RegularSeason,0,2331,2023,Sun Belt,Sun Belt
GA SOU v JMU 09-Feb-2023,19:00,RegularSeason,0,1863,2023,Sun Belt,Sun Belt
GA SOU v HAMPTN 20-Nov-2021,17:00,RegularSeason,1,70,2022,Sun Belt,Big South
GA SOU v APP ST 24-Feb-2023,19:00,RegularSeason,0,2445,2023,Sun Belt,Sun Belt
GA SOU v CAMPBL 17-Dec-2022,15:00,RegularSeason,0,573,2023,Sun Belt,Big South
ODU v GA SOU 04-Feb-2023,19:00,RegularSeason,0,7029,2023,Sun Belt,Sun Belt
GA SOU v ULL 23-Feb-2022,19:00,RegularSeason,0,1669,2022,Sun Belt,Sun Belt
GA SOU v MARSH 05-Jan-2023,19:00,RegularSeason,0,1009,2023,Sun Belt,Sun Belt
GA SOU v TX ARL 08-Jan-2022,15:00,RegularSeason,0,1822,2022,Sun Belt,Sun Belt
RICE v GA SOU 18-Nov-2022,19:00,RegularSeason,0,1401,2023,CUSA,Sun Belt
GA SOU v GA ST 21-Jan-2023,15:00,RegularSeason,0,2672,2023,Sun Belt,Sun Belt
APP ST v GA SOU 10-Feb-2022,18:30,RegularSeason,0,3152,2022,Sun Belt,Sun Belt
GA SOU v S ALA 29-Dec-2022,20:00,RegularSeason,0,957,2023,Sun Belt,Sun Belt
STCLAR v GA SOU 10-Nov-2022,22:00,RegularSeason,0,1152,2023,WCC,Sun Belt
GA SOU v BALLST 09-Nov-2021,19:00,RegularSeason,0,2654,2022,Sun Belt,MAC
ULL v GA SOU 28-Jan-2023,20:00,RegularSeason,0,3504,2023,Sun Belt,Sun Belt
GA SOU v GA ST 19-Feb-2022,15:00,RegularSeason,0,3353,2022,Sun Belt,Sun Belt
GA SOU v APP ST 22-Jan-2022,15:00,RegularSeason,0,2241,2022,Sun Belt,Sun Belt
GA ST v APP ST 20-Jan-2022,19:00,RegularSeason,0,1196,2022,Sun Belt,Sun Belt
ULL v GA ST 07-Jan-2023,20:00,RegularSeason,0,3306,2023,Sun Belt,Sun Belt
GA ST v S ALA 05-Feb-2022,14:00,RegularSeason,0,1377,2022,Sun Belt,Sun Belt
GA ST v LA MON 23-Feb-2022,19:00,RegularSeason,0,1006,2022,Sun Belt,Sun Belt
GA ST v S ALA 31-Dec-2022,14:00,RegularSeason,0,1306,2023,Sun Belt,Sun Belt
GA ST v ULL 07-Mar-2022,19:00,ConferenceChampionship,1,3528,2022,Sun Belt,Sun Belt
LA MON v GA ST 29-Jan-2022,15:00,RegularSeason,0,2007,2022,Sun Belt,Sun Belt
MERCER v GA ST 04-Dec-2021,14:00,RegularSeason,0,901,2022,Southern,Sun Belt
NOEAST v GA ST 04-Dec-2022,14:00,RegularSeason,0,627,2023,CAA,Sun Belt
GA ST v GATECH 12-Nov-2022,19:00,RegularSeason,0,4083,2023,Sun Belt,ACC
GA ST v CO CAR 22-Jan-2022,14:00,RegularSeason,0,1034,2022,Sun Belt,Sun Belt
GA ST v URI 18-Dec-2022,14:00,RegularSeason,0,1440,2023,Sun Belt,A-10
JMU v GA ST 24-Feb-2023,20:00,RegularSeason,0,5019,2023,Sun Belt,Sun Belt
GATECH v GA ST 21-Dec-2021,21:00,RegularSeason,0,4228,2022,ACC,Sun Belt
ULL v GA ST 27-Jan-2022,20:00,RegularSeason,0,2580,2022,Sun Belt,Sun Belt
LA MON v GA ST 05-Jan-2023,19:30,RegularSeason,0,1208,2023,Sun Belt,Sun Belt
WM&MRY v GA ST 20-Nov-2021,17:00,RegularSeason,1,1570,2022,CAA,Sun Belt
ARK ST v GA ST 18-Feb-2023,15:00,RegularSeason,0,0,2023,Sun Belt,Sun Belt
USC v GATECH 18-Dec-2021,16:00,RegularSeason,1,7821,2022,Pac-12,ACC
SYR v GATECH 21-Feb-2022,19:00,RegularSeason,0,22042,2022,ACC,ACC
GATECH v GA SOU 26-Nov-2021,12:00,RegularSeason,0,4486,2022,ACC,Sun Belt
UNC v GATECH 15-Jan-2022,20:00,RegularSeason,0,18568,2022,ACC,ACC
GATECH v MIAMI 29-Jan-2022,12:00,RegularSeason,0,5135,2022,ACC,ACC
GATECH v WISC 01-Dec-2021,21:15,RegularSeason,0,6302,2022,ACC,Big Ten
GATECH v N ALA 26-Nov-2022,16:00,RegularSeason,0,3379,2023,ACC,A-Sun
GATECH v MIA OH 09-Nov-2021,19:30,RegularSeason,0,4221,2022,ACC,MAC
GATECH v ALA ST 17-Dec-2022,14:00,RegularSeason,0,3798,2023,ACC,SWAC
UGA v GATECH 19-Nov-2021,21:00,RegularSeason,0,9057,2022,SEC,ACC
GATECH v CHARSO 22-Nov-2021,19:00,RegularSeason,0,3912,2022,ACC,Big South
GATECH v NC ST 15-Feb-2022,20:00,RegularSeason,0,4568,2022,ACC,ACC
GATECH v CLEM 21-Dec-2022,19:30,RegularSeason,0,4763,2023,ACC,ACC
WAKE v GATECH 11-Feb-2023,17:00,RegularSeason,0,8566,2023,ACC,ACC
GATECH v STETSN 12-Nov-2021,19:30,RegularSeason,0,4082,2022,ACC,A-Sun
GATECH v LSU 11-Dec-2021,18:00,RegularSeason,0,6137,2022,ACC,SEC
GATECH v FSU 26-Jan-2022,21:00,RegularSeason,0,4697,2022,ACC,ACC
IOWA v GATECH 29-Nov-2022,21:00,RegularSeason,0,10450,2023,Big Ten,ACC
CLEM v GATECH 24-Jan-2023,21:00,RegularSeason,0,6923,2023,ACC,ACC
VT v GATECH 02-Feb-2022,21:00,RegularSeason,0,6887,2022,ACC,ACC
GATECH v MARQ 23-Nov-2022,18:00,RegularSeason,1,1691,2023,ACC,Big East
GATECH v UTAH 21-Nov-2022,18:00,RegularSeason,1,1188,2023,ACC,Pac-12
TARLET v GCANYN 28-Jan-2023,20:00,RegularSeason,0,2155,2023,WAC,WAC
GCANYN v SEATTL 24-Feb-2023,21:00,RegularSeason,0,7414,2023,WAC,WAC
NM ST v GCANYN 29-Jan-2022,21:00,RegularSeason,0,12307,2022,WAC,WAC
LMU v GCANYN 29-Nov-2021,22:00,RegularSeason,0,1135,2022,WCC,WAC
GCANYN v NO TEX 10-Dec-2022,17:30,RegularSeason,1,4781,2023,WAC,CUSA
NEVADA v GCANYN 12-Nov-2022,16:00,RegularSeason,0,5705,2023,MWC,WAC
DIXST v GCANYN 12-Feb-2022,21:00,RegularSeason,0,1898,2022,WAC,WAC
GCANYN v SFA 04-Feb-2023,20:00,RegularSeason,0,7095,2023,WAC,WAC
GCANYN v ID ST 20-Dec-2022,20:00,RegularSeason,0,6804,2023,WAC,Big Sky
SEATTL v GCANYN 11-Feb-2023,22:00,RegularSeason,0,999,2023,WAC,WAC
GCANYN v WYO 22-Nov-2021,21:00,RegularSeason,0,6872,2022,WAC,MWC
GCANYN v PV A&M 17-Nov-2021,21:00,RegularSeason,0,6854,2022,WAC,SWAC
GCANYN v ALCORN 29-Nov-2022,21:00,RegularSeason,0,6713,2023,WAC,SWAC
UTRGV v GCANYN 06-Jan-2022,20:00,RegularSeason,0,878,2022,WAC,WAC
GCANYN v MONTST 07-Nov-2022,21:00,RegularSeason,0,7171,2023,WAC,Big Sky
GCANYN v NO FLA 12-Nov-2021,21:00,RegularSeason,0,7305,2022,WAC,A-Sun
PEPPER v GCANYN 27-Nov-2021,18:00,RegularSeason,0,1570,2022,WCC,WAC
GCANYN v CHI ST 30-Dec-2021,20:00,RegularSeason,0,6817,2022,WAC,WAC
GCANYN v GRAMB 09-Nov-2021,21:00,RegularSeason,0,7145,2022,WAC,SWAC
SFA v GCANYN 07-Jan-2023,15:00,RegularSeason,0,3286,2023,WAC,WAC
GCANYN v CALBAP 05-Feb-2022,20:00,RegularSeason,0,7107,2022,WAC,WAC
GMU v ST LOU 02-Feb-2022,19:00,RegularSeason,0,2664,2022,A-10,A-10
GMU v STJOES 29-Jan-2023,12:00,RegularSeason,0,4011,2023,A-10,A-10
RICH v GMU 07-Feb-2022,19:00,RegularSeason,0,5354,2022,A-10,A-10
GMU v LOYCHI 07-Jan-2023,14:00,RegularSeason,0,3601,2023,A-10,A-10
STBONA v GMU 04-Jan-2023,19:00,RegularSeason,0,3382,2023,A-10,A-10
LASALL v GMU 05-Feb-2022,14:00,RegularSeason,0,2217,2022,A-10,A-10
SDAKST v GMU 24-Nov-2021,21:30,RegularSeason,1,1626,2022,Summit,A-10
GMU v AMER 13-Nov-2022,16:00,RegularSeason,0,3113,2023,A-10,Patriot
URI v GMU 21-Jan-2023,12:00,RegularSeason,0,5917,2023,A-10,A-10
STJOES v GMU 16-Feb-2022,19:00,RegularSeason,0,1016,2022,A-10,A-10
GMU v QUENNC 26-Nov-2022,14:00,RegularSeason,0,2460,2023,A-10,A-Sun
ODU v GMU 21-Dec-2022,16:00,RegularSeason,0,4297,2023,Sun Belt,A-10
GMU v TOLEDO 03-Dec-2022,14:00,RegularSeason,0,3041,2023,A-10,MAC
GMU v UMES 06-Dec-2022,19:00,RegularSeason,0,2481,2023,A-10,MEAC
UGA v GMU 18-Dec-2021,19:00,RegularSeason,0,6432,2022,SEC,A-10
GMU v LASALL 18-Feb-2023,16:00,RegularSeason,0,6513,2023,A-10,A-10
VCU v GMU 23-Feb-2022,19:00,RegularSeason,0,7411,2022,A-10,A-10
GMU v DAVID 14-Jan-2023,12:00,RegularSeason,0,3212,2023,A-10,A-10
UMASS v GMU 30-Jan-2022,14:00,RegularSeason,0,2321,2022,A-10,A-10
GMU v VCU 12-Feb-2022,16:00,RegularSeason,0,6333,2022,A-10,A-10
GONZ v TARLET 29-Nov-2021,22:00,RegularSeason,0,6000,2022,WCC,WAC
GONZ v GA ST 17-Mar-2022,15:27,MarchMadness,1,14343,2022,WCC,Sun Belt
GONZ v N ALA 28-Dec-2021,17:00,RegularSeason,0,6000,2022,WCC,A-Sun
GONZ v TEXAS 13-Nov-2021,22:30,RegularSeason,0,6000,2022,WCC,Big 12
PORT v GONZ 28-Jan-2023,19:00,RegularSeason,0,4497,2023,WCC,WCC
GONZ v BYU 13-Jan-2022,23:00,RegularSeason,0,6000,2022,WCC,WCC
GONZ v PORTST 24-Nov-2022,23:00,RegularSeason,1,4512,2023,WCC,Big Sky
GONZ v STMARY 12-Feb-2022,22:00,RegularSeason,0,6000,2022,WCC,WCC
LMU v GONZ 16-Feb-2023,23:00,RegularSeason,0,2772,2023,WCC,WCC
ALA v GONZ 17-Dec-2022,13:00,RegularSeason,1,15847,2023,SEC,WCC
GONZ v MEM 19-Mar-2022,20:40,MarchMadness,1,17907,2022,WCC,AAC
GONZ v NIU 12-Dec-2022,21:00,RegularSeason,0,6000,2023,WCC,MAC
GONZ v S FRAN 07-Mar-2022,21:00,ConferenceChampionship,1,0,2022,WCC,WCC
GONZ v UK 20-Nov-2022,19:30,RegularSeason,0,12333,2023,WCC,SEC
GONZ v STCLAR 19-Feb-2022,21:00,RegularSeason,0,6000,2022,WCC,WCC
TEXAS v GONZ 16-Nov-2022,21:30,RegularSeason,0,11313,2023,Big 12,WCC
PEPPER v GONZ 18-Feb-2023,19:00,RegularSeason,0,3108,2023,WCC,WCC
GONZ v MERMCK 09-Dec-2021,21:00,RegularSeason,0,6000,2022,WCC,NEC
GONZ v PACIF 10-Feb-2022,21:00,RegularSeason,0,6000,2022,WCC,WCC
GONZ v ARK 24-Mar-2022,18:09,MarchMadness,1,0,2022,WCC,SEC
GONZ v XAVIER 27-Nov-2022,19:30,RegularSeason,1,0,2023,WCC,Big East
GONZ v WASH 09-Dec-2022,21:00,RegularSeason,0,6000,2023,WCC,Pac-12
TX SOU v GRAMB 11-Mar-2022,15:00,ConferenceChampionship,1,444,2022,SWAC,SWAC
GRAMB v TX SOU 11-Feb-2023,17:30,RegularSeason,0,1642,2023,SWAC,SWAC
GRAMB v INCWRD 03-Dec-2022,17:00,RegularSeason,0,343,2023,SWAC,Southland
ALA ST v GRAMB 05-Mar-2022,17:30,RegularSeason,0,1201,2022,SWAC,SWAC
AL A&M v GRAMB 06-Feb-2023,20:25,RegularSeason,0,872,2023,SWAC,SWAC
TX SOU v GRAMB 12-Feb-2022,16:30,RegularSeason,0,6034,2022,SWAC,SWAC
GRAMB v ALA ST 05-Feb-2022,15:30,RegularSeason,0,2191,2022,SWAC,SWAC
JACKST v GRAMB 29-Jan-2022,17:00,RegularSeason,0,1917,2022,SWAC,SWAC
GRAMB v SOUTHR 18-Feb-2023,16:00,RegularSeason,1,6246,2023,SWAC,SWAC
SOUTHR v GRAMB 14-Jan-2023,16:00,RegularSeason,0,6327,2023,SWAC,SWAC
ALA ST v GRAMB 04-Feb-2023,16:30,RegularSeason,0,1345,2023,SWAC,SWAC
FL A&M v GRAMB 10-Jan-2022,19:30,RegularSeason,0,1687,2022,SWAC,SWAC
PV A&M v GRAMB 02-Jan-2023,20:30,RegularSeason,0,946,2023,SWAC,SWAC
GRAMB v MS VAL 22-Jan-2022,15:30,RegularSeason,0,1713,2022,SWAC,SWAC
SOUTHR v GRAMB 19-Feb-2022,18:30,RegularSeason,0,7359,2022,SWAC,SWAC
GCANYN v GRAMB 18-Nov-2022,21:00,RegularSeason,0,7166,2023,WAC,SWAC
INCWRD v GRAMB 11-Dec-2021,15:30,RegularSeason,0,227,2022,Southland,SWAC
VANDY v GRAMB 09-Dec-2022,19:00,RegularSeason,0,5236,2023,SEC,SWAC
GRAMB v ALCORN 30-Jan-2023,20:35,RegularSeason,0,1407,2023,SWAC,SWAC
N KY v GRNBAY 30-Dec-2021,19:00,RegularSeason,0,2384,2022,Horizon,Horizon
YSU v GRNBAY 18-Feb-2023,14:00,RegularSeason,0,3283,2023,Horizon,Horizon
UIC v GRNBAY 24-Feb-2022,20:00,RegularSeason,0,3257,2022,Horizon,Horizon
GRNBAY v DET 20-Jan-2022,20:00,RegularSeason,0,1387,2022,Horizon,Horizon
GRNBAY v DET 11-Feb-2023,19:00,RegularSeason,0,1403,2023,Horizon,Horizon
STAN v GRNBAY 16-Dec-2022,20:00,RegularSeason,0,2583,2023,Pac-12,Horizon
MILWKE v GRNBAY 06-Feb-2023,20:00,RegularSeason,0,2419,2023,Horizon,Horizon
IPFW v GRNBAY 05-Jan-2023,19:00,RegularSeason,0,1473,2023,Horizon,Horizon
ORE ST v GRNBAY 18-Dec-2022,15:00,RegularSeason,0,2581,2023,Pac-12,Horizon
GRNBAY v FIU 19-Nov-2021,20:00,RegularSeason,1,345,2022,Horizon,CUSA
STTHOM v GRNBAY 13-Dec-2022,20:00,RegularSeason,0,1036,2023,Summit,Horizon
IUPUI v GRNBAY 04-Feb-2023,12:00,RegularSeason,0,752,2023,Horizon,Horizon
ROBMOR v GRNBAY 29-Jan-2022,19:00,RegularSeason,0,902,2022,Horizon,Horizon
WEB ST v GRNBAY 21-Nov-2021,12:00,RegularSeason,1,301,2022,Big Sky,Horizon
GRNBAY v YSU 04-Dec-2021,19:00,RegularSeason,0,1685,2022,Horizon,Horizon
GRNBAY v MILWKE 05-Jan-2022,20:00,RegularSeason,0,2149,2022,Horizon,Horizon
GRNBAY v UIC 15-Jan-2022,19:00,RegularSeason,0,1721,2022,Horizon,Horizon
N KY v GRNBAY 26-Jan-2023,19:00,RegularSeason,0,2622,2023,Horizon,Horizon
LOYCHI v GRNBAY 06-Dec-2022,20:00,RegularSeason,0,2645,2023,A-10,Horizon
GRNBAY v IUPUI 05-Dec-2022,12:00,RegularSeason,0,4290,2023,Horizon,Horizon
GRNBAY v IUPUI 13-Jan-2022,20:00,RegularSeason,0,1342,2022,Horizon,Horizon
WISC v GRNBAY 12-Nov-2021,20:00,RegularSeason,0,16005,2022,Big Ten,Horizon
GTOWN v SIENA 07-Dec-2022,18:30,RegularSeason,0,3526,2023,Big East,MAAC
GTOWN v HOWARD 15-Dec-2021,18:30,RegularSeason,0,4154,2022,Big East,MEAC
SDSU v GTOWN 25-Nov-2021,23:59,RegularSeason,1,1402,2022,MWC,Big East
NOVA v GTOWN 19-Feb-2022,17:00,RegularSeason,0,6501,2022,Big East,Big East
GTOWN v DART 13-Nov-2021,14:00,RegularSeason,0,8641,2022,Big East,Ivy
GTOWN v MARQ 11-Feb-2023,12:00,RegularSeason,0,7111,2023,Big East,Big East
BUTLER v GTOWN 29-Jan-2022,12:00,RegularSeason,0,8156,2022,Big East,Big East
SETON v GTOWN 09-Mar-2022,22:10,ConferenceChampionship,1,17163,2022,Big East,Big East
SETON v GTOWN 14-Feb-2023,18:00,RegularSeason,0,8812,2023,Big East,Big East
GTOWN v CREIGH 01-Feb-2023,18:30,RegularSeason,0,4042,2023,Big East,Big East
GTOWN v SYR 11-Dec-2021,12:00,RegularSeason,0,13598,2022,Big East,ACC
GTOWN v STJOES 26-Nov-2021,21:00,RegularSeason,1,0,2022,Big East,A-10
STJOHN v GTOWN 16-Jan-2022,16:30,RegularSeason,0,5161,2022,Big East,Big East
MARQ v GTOWN 16-Feb-2022,20:00,RegularSeason,0,12721,2022,Big East,Big East
SETON v GTOWN 02-Mar-2022,19:00,RegularSeason,0,9635,2022,Big East,Big East
TXTECH v GTOWN 30-Nov-2022,20:00,RegularSeason,0,14649,2023,Big 12,Big East
STJOHN v GTOWN 29-Jan-2023,14:00,RegularSeason,0,11455,2023,Big East,Big East
GTOWN v MARQ 07-Jan-2022,18:30,RegularSeason,0,4860,2022,Big East,Big East
XAVIER v GTOWN 05-Mar-2022,19:00,RegularSeason,0,10224,2022,Big East,Big East
GTOWN v PROV 06-Feb-2022,12:00,RegularSeason,0,5575,2022,Big East,Big East
GTOWN v UCONN 27-Feb-2022,12:00,RegularSeason,0,7114,2022,Big East,Big East
HAMPTN v WM&MRY 02-Feb-2023,19:00,RegularSeason,0,1112,2023,CAA,CAA
WM&MRY v HAMPTN 11-Jan-2023,19:00,RegularSeason,0,2015,2023,CAA,CAA
HAMPTN v MORGAN 29-Nov-2021,20:30,RegularSeason,1,720,2022,Big South,MEAC
HIGHPT v HAMPTN 26-Feb-2022,14:00,RegularSeason,0,4550,2022,Big South,Big South
HAMPTN v DEL 26-Jan-2023,19:00,RegularSeason,0,2705,2023,CAA,CAA
LOY MD v HAMPTN 12-Dec-2021,14:00,RegularSeason,0,534,2022,Patriot,Big South
MONMTH v HAMPTN 21-Jan-2023,14:30,RegularSeason,0,1433,2023,CAA,CAA
UCSB v HAMPTN 21-Nov-2022,21:00,RegularSeason,0,0,2023,Big West,CAA
TOWSON v HAMPTN 08-Feb-2023,19:00,RegularSeason,0,2140,2023,CAA,CAA
JMU v HAMPTN 09-Nov-2022,19:00,RegularSeason,0,3768,2023,Sun Belt,CAA
HIGHPT v HAMPTN 02-Mar-2022,18:00,ConferenceChampionship,1,0,2022,Big South,Big South
HAMPTN v NOEAST 07-Jan-2023,16:00,RegularSeason,0,0,2023,CAA,CAA
HAMPTN v TX SOU 18-Dec-2022,16:30,RegularSeason,1,2029,2023,CAA,SWAC
HAMPTN v HOFSTR 05-Jan-2023,19:00,RegularSeason,0,147,2023,CAA,CAA
NORFLK v HAMPTN 28-Nov-2021,20:00,RegularSeason,1,2103,2022,MEAC,Big South
HAMPTN v HIGHPT 22-Jan-2022,16:00,RegularSeason,0,0,2022,Big South,Big South
NC A&T v HAMPTN 12-Jan-2022,19:00,RegularSeason,0,3092,2022,Big South,Big South
HAMPTN v RADFRD 12-Feb-2022,17:30,RegularSeason,0,3146,2022,Big South,Big South
TOWSON v HAMPTN 16-Nov-2021,19:00,RegularSeason,0,1742,2022,CAA,Big South
HAMPTN v HOWARD 03-Dec-2022,17:00,RegularSeason,0,0,2023,CAA,MEAC
NORFLK v HAMPTN 17-Dec-2022,16:00,RegularSeason,1,0,2023,MEAC,CAA
YALE v HARV 05-Feb-2022,19:00,RegularSeason,0,1104,2022,Ivy,Ivy
PRINCE v HARV 31-Dec-2022,13:00,RegularSeason,0,2866,2023,Ivy,Ivy
PENN v HARV 12-Feb-2022,14:00,RegularSeason,0,2776,2022,Ivy,Ivy
HARV v YALE 03-Feb-2023,17:00,RegularSeason,0,1636,2023,Ivy,Ivy
BROWN v HARV 04-Feb-2022,19:00,RegularSeason,0,651,2022,Ivy,Ivy
NOEAST v HARV 16-Nov-2022,19:00,RegularSeason,0,1339,2023,CAA,Ivy
HARV v HOLYCR 19-Dec-2021,14:00,RegularSeason,0,1092,2022,Ivy,Patriot
HARV v LOYCHI 25-Nov-2022,14:00,RegularSeason,0,1138,2023,Ivy,A-10
HARV v ULL 11-Nov-2022,18:00,ConferenceChampionship,1,565,2023,Ivy,Sun Belt
PENN v HARV 28-Jan-2023,14:00,RegularSeason,0,3408,2023,Ivy,Ivy
HARV v CORN 19-Feb-2022,19:00,RegularSeason,0,1112,2022,Ivy,Ivy
HARV v URI 01-Dec-2021,19:00,RegularSeason,0,1038,2022,Ivy,A-10
HARV v COLGAT 24-Nov-2021,19:00,RegularSeason,0,1061,2022,Ivy,Patriot
HARV v HOWARD 21-Dec-2021,19:00,RegularSeason,0,1006,2022,Ivy,MEAC
YALE v HARV 07-Jan-2023,19:00,RegularSeason,0,1894,2023,Ivy,Ivy
HARV v YALE 09-Feb-2022,19:00,RegularSeason,0,1325,2022,Ivy,Ivy
IONA v HARV 13-Nov-2021,13:00,RegularSeason,0,2259,2022,MAAC,Ivy
HAWAII v CSUBAK 28-Jan-2023,23:59,RegularSeason,0,5729,2023,Big West,Big West
